Horizon,MAE,MASE,SMAPE
96,16.271041717988556,0.9328425842705123,0.06600885480449666
672,25.985769600198324,1.4898021213545125,0.11070702130601048
1440,34.464429285629734,1.9758960635367095,0.14405099738700125
2688,43.548335498268344,2.496689673038702,0.17438156419130957
14016,85.8463903418233,4.9216989302060075,0.33705883874710213
