Horizon,MAE,MASE,SMAPE
96,16.31507111169776,0.9353668537133315,0.06472575317025982
672,21.229185680080654,1.217100218597013,0.08770251895349405
1440,22.97831996528315,1.3173806416408893,0.09242473458198772
2688,30.911898376043933,1.7722242782978375,0.12380623194867707
14016,62.88205074003776,3.6051198032216587,0.28469531542318804
