Horizon,MAE,MASE,SMAPE
96,66.73100870125177,3.8257861842387992,0.25676494475436695
672,72.4544188235799,4.153917645142742,0.2808499916232999
1440,71.62694979329079,4.106477637182752,0.2783124925751996
2688,68.44054875220695,3.923796612009008,0.2636374805587699
14026,87.17211213983094,4.997704496998328,0.344944429912439
